
=== 更新时间: 2025-10-22 13:41:18 ===
- 🌐央视频道 - CCTV17: http://123.130.84.106:8154/tsfile/live/0019_1.m3u8
- 🌐央视频道 - CCTV17: http://113.57.20.158:9901/tsfile/live/1047_1.m3u8
- 央视频道 - CCTV17: https://www.freetv.top/migu/673168256.m3u8?migutoken=1f0018205f02ce70108aadafba7fcfec39c929e9d2523f79a212c4165da5603e21b87da7118e6b0cea3eeeeccd815040f7765b3fb939716daf20de611d8c89feb7e0fbd64b5fec9a152f7776b9
- 🌐央视频道 - CCTV17: https://www.freetv.top/migu/673168256.m3u8?migutoken=7270a64d821d9de391cdabdf9685e61de5c0929c8486a24ac167aea6279189e5577fd24dce303030fbf1bec432df053fc57698fb48b6285a78bab608e954345314604511e497b104c51f5dc0cd
- 央视频道 - CCTV17: http://www.freetv.top/migu/673168256.m3u8?migutoken=698e0ff1ba47e7b3e38326199e2ee0a1b7bd0b0dd192935d111a196fb0a283c3070537cce6951301b2cc3e6f7de31ffdb9b7c4095d6c008d8333e21e5070375ca86124640133c9fa4c6ffa847f
- 央视 - CCTV17: http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638728afa13b4/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUdDh4EPdDnvGlSBkYaxFdaz%2FyAI9to%2FMBBt%2FivcdSfljJ1%2FqqamWUjAiBAxNssfyBlZUDSXAIMtStS86hRHFuJM
- 央视 - CCTV17: http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000494/index.m3u8?
- 央视 - CCTV17: http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010210/1.m3u8?
- 央视 - CCTV17: http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000494/index.m3u8
- 央视 - CCTV17: http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000494/index.m3u8?IAS
- 央视 - CCTV17: http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000494/index.m3u8?IAS
- 央视 - CCTV17: http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000494/index.m3u8?IAS
- 央视 - CCTV17: http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000494/index.m3u8?IAS
- 央视 - CCTV17: http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000494/index.m3u8?key=tvbox6_com
- 🌐央视频道 - CCTV17: http://wouu.net:9977/udp/239.93.0.92:5140
- 央视 - CCTV17: http://dms.yryyj.site:8188/udp/239.76.245.238:1234
- 🥎┃移动央卫 - CCTV17农业农村: http://drive.mxmy.net:8888/udp/239.3.1.151:8144
- 🌐央视频道 - CCTV17: http://1.24.39.180:9003/hls/61/index.m3u8
- 🌐央视频道 - CCTV17: http://122.227.173.42:8188/rtp/233.50.201.35:5140
- 🌐央视频道 - CCTV17: http://58.243.224.242:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=0&authid=0
- 🌐央视频道 - CCTV17: http://114.252.238.87:8000/udp/239.3.1.151:8144
- 🌐央视频道 - CCTV17: http://58.243.224.244:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=0&authid=0
- 🌐央视频道 - CCTV17: http://60.7.56.33:4000/udp/239.253.93.150:6318
- 央视 - CCTV17: http://120.234.5.29:6000/udp/239.20.0.7:3376
- 🌐央视频道 - CCTV17: http://115.60.241.249:2000/rtp/225.1.4.226:2506
- 🌐央视频道 - CCTV17: http://121.11.160.7:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
- 🌐央视频道 - CCTV17: http://60.2.190.206:4000/udp/239.253.93.150:6318
- 🌐央视频道 - CCTV17: http://218.89.240.144:59901/tsfile/live/0019_1.m3u8
- 🌐央视频道 - CCTV17: http://112.81.218.254:35455/gaoma/cctv17.m3u8
- 🌐央视频道 - CCTV17: http://218.24.193.146:808/rtp/232.0.0.230:1234
- 🌐央视频道 - CCTV17: http://api2.52tb.xyz/info?id=70&token=20230218zdxlqr
- 🌐央视频道 - CCTV17: http://xiaoya.crccxw.top:35455/gaoma/cctv17.m3u8
- 🌐央视频道 - CCTV17: http://58.210.168.86:10800/newlive/live/hls/16/live.m3u8
- 🌐央视频道 - CCTV17: http://60.219.176.250:9003//hls/117/index.m3u8
- 🌐央视频道 - CCTV17: http://e1.woc.iiiya.cn:8888/rtp/239.61.3.9:9572
- 🌐央视频道 - CCTV17: http://home.kuaidi521.com:35455/gaoma/cctv17.m3u8
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5007&tk=e640d0a1bf70
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4716&tk=f6cc1e0a0e1a
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9918&tk=e503191f8e20
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6392&tk=b53028476470
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2025&tk=e503191f8e20
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2169&tk=e640d0a1bf70
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9725&tk=a0c4f6cfaba3
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1179&tk=e640d0a1bf70
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5341&tk=a0c4f6cfaba3
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4745&tk=a0c4f6cfaba3
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5270&tk=b53028476470
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9059&tk=a0c4f6cfaba3
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1858&tk=f6cc1e0a0e1a
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4571&tk=a0c4f6cfaba3
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8425&tk=e640d0a1bf70
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2646&tk=b53028476470
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1597&tk=b53028476470
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4242&tk=b53028476470
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7564&tk=e503191f8e20
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8971&tk=e640d0a1bf70
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8400&tk=f6cc1e0a0e1a
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5132&tk=b53028476470
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0817&tk=f6cc1e0a0e1a
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6399&tk=2aca1ad9a849
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0727&tk=e503191f8e20
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7075&tk=e503191f8e20
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2989&tk=a0c4f6cfaba3
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0780&tk=e640d0a1bf70
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2706&tk=f6cc1e0a0e1a
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2214&tk=f6cc1e0a0e1a
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2466&tk=e640d0a1bf70
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0424&tk=a0c4f6cfaba3
- 央视 - CCTV17农业农村: http://home.wwang.pw:35455/itv/1000000005000265015.m3u8?cdn=ystenlive
- 🌐央视频道 - CCTV17: http://227w9f5104.zicp.fun:35455/gaoma/cctv17.m3u8
- 🌐央视频道 - CCTV17: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0240&tk=a0c4f6cfaba3
- 🌐央视频道 - CCTV17: http://huashetou.fun:35455/gaoma/cctv17.m3u8
- 🌐央视频道 - CCTV17: http://lt.hxtre.com:35455/gaoma/cctv17.m3u8
- 🌐央视频道 - CCTV少儿: http://123.138.22.30:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
- 🌐央视频道 - CCTV少儿: http://125.82.171.210:8888/rtp/235.254.198.10:1316
- 🌐央视频道 - CCTV少儿: http://125.82.168.238:8888/rtp/235.254.198.61:1520
- 🌐央视频道 - CCTV少儿: http://125.82.171.210:8888/rtp/235.254.198.61:1520
- 🌐央视频道 - CCTV风云剧场: http://59.32.97.140:9901/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
- 🌐央视频道 - CCTV风云剧场: http://nas.hssvm.com:8888/udp/225.1.1.185:5002
- 🌐央视频道 - CCTV风云剧场: http://jf.jxx2023.work:40446/tsfile/live/1150_1.m3u8
- 🌐央视频道 - CCTV兵器科技: http://60.2.190.206:4000/udp/239.253.93.47:6435
- 🌐央视频道 - CCTV第一剧场: http://nas.hssvm.com:8888/udp/225.1.1.183:5002
- 🌐央视频道 - CCTV第一剧场: http://59.32.97.140:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
- 🌐央视频道 - CCTV第一剧场: http://60.7.56.33:4000/udp/239.253.93.138:6428
- 🌐央视频道 - CCTV第一剧场: http://jf.jxx2023.work:40446/tsfile/live/1049_1.m3u8
- 💰┃付费频道 - 央视台球: https://epg.pw/stream/ca9c1cd4b97fb824cedd7fedfd0c7a950afdd7f00751cfbb7c2d89831d7746a5.m3u8
- 🌐央视频道 - CCTV央视台球: http://36.129.204.117:9003//hls/71/index.m3u8
- 🌐央视频道 - CCTV央视台球: http://nas.hssvm.com:8888/udp/225.1.1.198:5002
- 🐼北方广电 - CCTV风云足球: http://120.76.248.139/live/bfgd/4200000225.m3u8
- 🌐央视频道 - CCTV风云足球: http://120.238.94.10:9901/tsfile/live/1087_1.m3u8
- 🌐央视频道 - CCTV风云足球: http://58.19.38.162:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
- 🌐央视频道 - CCTV风云足球: http://58.19.252.68:1111/tsfile/live/1034_1.m3u8
- 🌐央视频道 - CCTV风云足球: http://113.57.111.4:1111/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
- 💰┃付费频道 - 风云足球: http://nas.hssvm.com:8888/udp/225.1.1.181:5002
- 🌐央视频道 - CCTV风云足球: http://202.102.201.244:40022/rtp/238.1.79.57:4592
- 💰┃付费频道 - 风云足球: https://epg.pw/stream/ac8062ec9484078061d3bef507c15a423ac57ae4144e3fcc4b0a198dd420f911.m3u8
- 🌐央视频道 - CCTV高尔夫网球: http://59.32.97.140:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
- 🐼北方广电 - CCTV世界地理: http://120.76.248.139/live/bfgd/4200000177.m3u8
- 🌐央视频道 - CCTV世界地理: http://36.129.204.117:9003//hls/78/index.m3u8
- 🌐央视频道 - CCTV世界地理: http://59.32.97.140:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
- 🌐央视频道 - CCTV世界地理: http://nas.hssvm.com:8888/udp/225.1.1.186:5002
- 🌐央视频道 - CCTV世界地理: http://60.7.56.33:4000/udp/239.253.92.113:8066
- 🌐央视频道 - CCTV世界地理: http://60.2.190.206:4000/udp/239.253.92.113:8066
- 🌐央视频道 - CCTV风云音乐: http://nas.hssvm.com:8888/udp/225.1.1.192:5002
- 🐼北方广电 - CCTV女性时尚: http://120.76.248.139/live/bfgd/4200000176.m3u8
- 央视台" tvg-id="女性时尚" tvg-name="女性时尚" tvg-logo="https://gitee.com/suxuang/epglogo/raw/master/cctv/CCTVnxss.png" t-time="152" v-w="720" v-h="576 - CCTV女性时尚: http://111.61.236.247:9081/hls/59/index.m3u8
- 💰┃付费频道 - 女性时尚: http://nas.hssvm.com:8888/udp/225.1.1.190:5002
- 🐼北方广电 - CCTV怀旧剧场: http://120.76.248.139/live/bfgd/4200000224.m3u8
- 🌐央视频道 - CCTV怀旧剧场: http://t8622699o8.vicp.fun:60024/tptv/G_NVXINGSS-CQ.m3u8
- 央视台" tvg-id="怀旧剧场" tvg-name="怀旧剧场" tvg-logo="https://gitee.com/suxuang/epglogo/raw/master/cctv/CCTVhjjc.png" t-time="158" v-w="720" v-h="576 - CCTV怀旧剧场: http://111.61.236.247:9081/hls/67/index.m3u8
- 🌐央视频道 - CCTV怀旧剧场: http://nas.hssvm.com:8888/udp/225.1.1.184:5002
- 🌐央视频道 - CCTV怀旧剧场: http://jf.jxx2023.work:40446/tsfile/live/1149_1.m3u8
- 🌐央视频道 - CCTV怀旧剧场: http://60.2.190.206:4000/udp/239.253.93.252:6430
- 🌐央视频道 - CCTV文化精品: http://nas.hssvm.com:8888/udp/225.1.1.189:5002
- 🌐央视频道 - CCTV国防军事: http://nas.hssvm.com:8888/udp/225.1.1.187:5002
- 🌐央视频道 - CCTV发现之旅: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=47f5dc&tk=8bf286184513
- 🌐央视频道 - CCTV发现之旅: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=80a44d&tk=822270345d4c
- 🌐央视频道 - CCTV发现之旅: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8bff1d&tk=822270345d4c
- 🌐央视频道 - CCTV发现之旅: https://www.freetv.top/migu/624878970.m3u8?migutoken=1fb695563c621535fa91c6ce464f6619a2f8eb7af5c0876841c0dbd8f3063c14ba77e8028cb91f1b0dc0662e4ae7ac50ef325c26ba8a61b56fe7e5546acd6da429931c15a5d4bcb10ac2dd9831
- 🌐央视频道 - CCTV发现之旅: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0137&tk=b53028476470
- 🌐央视频道 - CCTV发现之旅: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5031&tk=e503191f8e20
- 🌐央视频道 - CCTV发现之旅: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6226&tk=a0c4f6cfaba3
- 🌐央视频道 - CCTV发现之旅: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5248&tk=a0c4f6cfaba3
- 🌐央视频道 - CCTV发现之旅: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7963&tk=e640d0a1bf70
- 🌐央视频道 - CCTV发现之旅: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0656&tk=2aca1ad9a849
- 🐼北方广电 - CCTV电视指南: http://120.76.248.139/live/bfgd/4200000164.m3u8
- 🌐央视频道 - CCTV电视指南: http://111.48.34.237/PLTV/88888888/224/3221230078/1.m3u8
- 🌐央视频道 - CCTV电视指南: http://111.48.34.237/PLTV/88888888/224/3221230492/1.m3u8
- 🌐央视频道 - CCTV电视指南: http://nas.hssvm.com:8888/udp/225.1.1.194:5002
- 🌐央视频道 - CCTV16(4K): http://nas.suntao.online:35455/itv/5000000008000023254.m3u8?cdn=bestzb
- 🌐央视频道 - CCTV16(4K): http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-16-4K
- 🌐央视频道 - CCTV4K: http://171.105.201.164:4022/udp/239.81.0.69:4056
- 🌐央视频道 - CCTV4K: http://171.105.201.164:4022/udp/239.81.0.71:4056
- 🌐央视频道 - CCTV4K: http://111.48.34.237/PLTV/88888888/224/3221230518/1.m3u8
- 🌐央视频道 - CCTV4K: http://111.48.34.237/PLTV/88888888/224/3221230577/1.m3u8
- 🌐央视频道 - CCTV4K: http://111.48.34.237/PLTV/88888888/224/3221230571/1.m3u8
- 🌐央视频道 - CCTV4K: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=79930b&tk=822270345d4c
- 🌐央视频道 - CCTV4K: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5c7fc0&tk=822270345d4c
- 🌐央视频道 - CCTV4K: http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227382/index.m3u8
- 🌐央视频道 - CCTV4K: http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227354/index.m3u8
- 🌐央视频道 - CCTV4K: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0389&tk=a0c4f6cfaba3
- 🌐央视频道 - CCTV4K: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6527&tk=f6cc1e0a0e1a
- 🌐央视频道 - CCTV4K: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6124&tk=a0c4f6cfaba3
- 🌐央视频道 - CCTV4K: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7103&tk=e640d0a1bf70
- 🌐央视频道 - CCTV4K: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7406&tk=e503191f8e20
- 央视台" tvg-id="cctv4k" tvg-name="cctv4k" tvg-logo="https://live.zbds.top/logo/CCTV4K.png" t-time="258" v-w="0" v-h="0 - CCTV4K: https://stream1.freetv.fun/cctv4k-2.ctv
- 🌐央视频道 - CCTV4K: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9460&tk=b53028476470
- 🌐央视频道 - CCTV4K: http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-4K-HD
- 🌐央视频道 - CCTV老故事: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=579598&tk=8bf286184513
- 🌐央视频道 - CCTV老故事: http://nas.hssvm.com:8888/udp/225.1.1.188:5002
- 🌐央视频道 - CCTV老故事: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=87a997&tk=822270345d4c
- 🌐央视频道 - CCTV老故事: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=022c0c&tk=822270345d4c
- 🌐央视频道 - CCTV老故事: https://www.freetv.top/migu/884121956.m3u8?migutoken=550b8ac2d06ef43bd80e29582185fe693959996048d7b572ce1659fe9376b6101cf9002c0034445668d6e11645eab13a11978ca20adae4f4248041add5d27f4d8e71fd2a4e44fd398c8fb3614b
- 🌐央视频道 - CCTV老故事: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5816&tk=b53028476470
- 🌐央视频道 - CCTV老故事: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4288&tk=e640d0a1bf70
- 🌐央视频道 - CCTV老故事: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4142&tk=a0c4f6cfaba3
- 🌐央视频道 - CCTV老故事: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2166&tk=2aca1ad9a849
- 🌐央视频道 - CCTV老故事: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7412&tk=a0c4f6cfaba3
- 🌐央视频道 - CCTV老故事: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8595&tk=e503191f8e20
- 🌐央视频道 - CCTV中学生: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=bb0ada&tk=8bf286184513
- 🌐央视频道 - CCTVNEWS: http://183.3.134.56:9901/tsfile/live/0016_1.m3u8
- 🌐央视频道 - CCTVNEWS: http://58.19.43.46:9901/tsfile/live/1002_1.m3u8
- 🌐央视频道 - CCTVNEWS: http://111.160.17.2:59901/tsfile/live/0001_19.m3u8
- 🌐央视频道 - CCTV中视购物: http://58.221.214.82:9901/tsfile/live/0013_2.m3u8
- 🌐央视频道 - CCTV兵器: http://120.238.94.10:9901/tsfile/live/1096_1.m3u8
- 💰┃付费频道 - 高尔夫网球: http://nas.hssvm.com:8888/udp/225.1.1.182:5002
- 🌐央视频道 - CCTV150: http://nas.suntao.online:35455/itv/5000000004000002226.m3u8?cdn=bestzb
- 🌐央视频道 - CCTV250: http://nas.suntao.online:35455/itv/6000000001000014161.m3u8?cdn=wasusyt
- 🌐央视频道 - CCTV450: http://nas.suntao.online:35455/itv/5000000011000031102.m3u8?cdn=bestzb
- 🌐央视频道 - CCTV650: http://nas.suntao.online:35455/itv/6000000001000004574.m3u8?cdn=wasusyt
- 🌐央视频道 - CCTV750: http://nas.suntao.online:35455/itv/6000000001000009055.m3u8?cdn=wasusyt
- 🌐央视频道 - CCTV950: http://nas.suntao.online:35455/itv/6000000001000032162.m3u8?cdn=wasusyt
- 🌐央视频道 - CCTV俄语: https://www.freetv.top/migu/609006446.m3u8?migutoken=a018c039b174469cc6d2e4ac72b07a411ddf935d55c5b0ea7854011285614f22403bcd08cc5757bc0d1d5601e6556281272021ba01a4ac528a3f749817b1ede8761a8d571d91b99eab9ff186fc
- 🌐央视频道 - CCTV俄语: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=b5ca83&tk=822270345d4c
- 🌐央视频道 - CCTV法语: https://www.freetv.top/migu/609006476.m3u8?migutoken=5dd99cb161eb571abd27783de873e5e0ebd12066986ad26e19b26a455fcc5d03351605a1fa6c3abf1274770b07fd85c894f5dfcb9d2409b9c402878c0d89ecdca605504434138872090dfdd670
- 🌐央视频道 - CCTV法语: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=d041d0&tk=822270345d4c
- 🌐央视频道 - CCTV中学生: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3ee1e1&tk=822270345d4c
- 🌐央视频道 - CCTV中学生: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=58ed2e&tk=822270345d4c
- 🌐央视频道 - CCTV中学生: https://www.freetv.top/migu/708869532.m3u8?migutoken=6c81e13830a98cbed803f493e618e4e89c3621b2efaaad23df06f39f09d8bc8f989e3c74636452d64f5fbbb22e8a8f415885c938478dcf670f80e2e8b7d311443e18a58b907caf453ad5b576cd
- 🌐央视频道 - CCTV西班牙语: https://www.freetv.top/migu/609006450.m3u8?migutoken=c38287abfc68f9242380b7bf14121751f3f154037cfd654a4a6fa56a10a5d0052fb69a8a57118d537fcd4856670049692f94ab4f90ab068a2efe8ed6e48dca5d5252d5ddea0b53a3a189e113e3
- 🌐央视频道 - CCTV西班牙语: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6f52d9&tk=822270345d4c
- 🌐央视频道 - CCTV阿拉伯语: https://www.freetv.top/migu/609154345.m3u8?migutoken=19442fbd82627603ecb9165e8da9b2a21010c3e9c0355af37bd2122d2816931ea5f0f003a2814c0cbc2a4a68bf0195d734366ca3a45827d70d362dd842439a98acab94da40b91642c9b40f9504
- 🌐央视频道 - CCTV阿拉伯语: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=dd66a3&tk=822270345d4c
- 🌐央视频道 - CCTV1050: http://nas.suntao.online:35455/itv/5000000004000012827.m3u8?cdn=bestzb
- 🌐央视频道 - CCTV1150: http://nas.suntao.online:35455/itv/5000000011000031106.m3u8?cdn=bestzb
- 🌐央视频道 - CCTV1250: http://nas.suntao.online:35455/itv/6000000001000022586.m3u8?cdn=wasusyt
- 🌐央视频道 - CCTV1350: http://nas.suntao.online:35455/itv/5000000011000031108.m3u8?cdn=bestzb
- 🌐央视频道 - CCTV1450: http://nas.suntao.online:35455/itv/5000000004000006673.m3u8?cdn=bestzb
- 🌐央视频道 - CCTV1550: http://nas.suntao.online:35455/itv/5000000011000031109.m3u8?cdn=bestzb
- 🌐央视频道 - CCTV新科动漫: http://nas.hssvm.com:8888/udp/225.1.1.191:5002
- 央视频道 - CCTV卫生健康: http://nas.hssvm.com:8888/udp/225.1.1.210:5002
- 🌐央视频道 - CCTV172: http://182.37.169.94:352/tsfile/live/0019_1.m3u8
- 🌐央视频道 - CCTV中视购物: http://218.24.193.146:808/rtp/232.0.0.202:1234
- 🌐央视频道 - CCTVNEWS: http://113.57.20.158:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
- 🌐央视频道 - CCTV72: http://182.37.169.94:352/tsfile/live/0007_1.m3u8
- 🌐央视频道 - CCTV92: http://182.37.169.94:352/tsfile/live/0009_1.m3u8
- 🌐央视频道 - CCTV122: http://182.37.169.94:352/tsfile/live/0012_1.m3u8
- 🌐央视频道 - CCTV22: http://182.37.169.94:352/tsfile/live/0002_1.m3u8
- 🌐央视频道 - CCTVCCTN国际: http://111.14.181.15:9901/tsfile/live/0017_1.m3u8
- 🌐央视频道 - CCTV俄语: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9626&tk=a0c4f6cfaba3
- 🌐央视频道 - CCTV阿拉伯语: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5025&tk=e640d0a1bf70
- 🌐央视频道 - CCTV西班牙语: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8590&tk=e503191f8e20
- 🌐央视频道 - CCTV中学生: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7913&tk=a0c4f6cfaba3
- 🌐央视频道 - CCTV西班牙语: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7468&tk=e640d0a1bf70
- 🌐央视频道 - CCTV法语: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2416&tk=b53028476470
- 🌐央视频道 - CCTV西班牙语: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6368&tk=b53028476470
- 🌐央视频道 - CCTV俄语: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0044&tk=e640d0a1bf70
- 🌐央视频道 - CCTV42: http://182.37.169.94:352/tsfile/live/0004_1.m3u8
- 🌐央视频道 - CCTV102: http://182.37.169.94:352/tsfile/live/0010_1.m3u8
- 🌐央视频道 - CCTV中学生: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6533&tk=e503191f8e20
- 🌐央视频道 - CCTV西班牙语: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4613&tk=a0c4f6cfaba3
- 🌐央视频道 - CCTV法语: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8129&tk=e503191f8e20
- 🌐央视频道 - CCTV中学生: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4988&tk=b53028476470
- 🌐央视频道 - CCTV中学生: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3730&tk=e640d0a1bf70
- 🌐央视频道 - CCTVNEWS: http://119.36.148.115:59901/tsfile/live/1002_1.m3u8
- 🌐央视频道 - CCTV阿拉伯语: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7813&tk=e503191f8e20
- 🌐央视频道 - CCTVNEWS: http://123.138.22.30:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
- 🌐央视频道 - CCTVNEWS: http://123.138.22.30:9901/tsfile/live/0016_1.m3u8
- 🌐央视频道 - CCTV★移动传媒: http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8
- 🌐央视频道 - CCTV阿拉伯语: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5745&tk=a0c4f6cfaba3
- 🌐央视频道 - CCTV阿拉伯语: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7715&tk=b53028476470
